Active or Inactive Business,Tax Type,Retail Permit Number,Consolidated Number,Name of Business,Address of the Business,State,County Name,Registration County Number,Business Location County Number,Department City Code,City Location of Business,Business Zip Code,NAICS code,Description of type of NAICS code,Date Permit was Issued,Date Permit was Cancelled
Inactive,Retail Sales,685514666,,"BEHRENS, NICOLE M; BEHRENS,NICOLE M",3910 TRIPP ST APT 121,IA,Story,85.0,85,1.0,AMES,50014-0000,,,2008-12-22T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,117019331,,"PIKE, DEREK J; PIKE,DEREK J",22314 260TH ST,IA,Cerro Gordo,17.0,17,1.0,MASON CITY,50401-9082,238220.0,"Plumbing, Heating, and Air-Conditioning Contractors",2016-10-01T00:00:00.000,2023-12-31T00:00:00.000
Active,Retail Sales,194017800,,"CAMEO CONCEPTS FORT DODGE LLC, GARDEN VILLAGE APARTMENTS",2736 2ND AVE N,IA,Webster,94.0,94,1.0,FORT DODGE,50501-3645,531110.0,Lessors of Residential Buildings and Dwellings,2020-05-01T00:00:00.000,
Inactive,Retail Sales,658500898,,J B DECK CORP,16614 50TH ST,IA,Louisa,58.0,58,3.0,MORNING SUN,52640-9557,,,1995-08-29T00:00:00.000,2021-11-11T00:00:00.000
Active,Remote Sales,200155661,200155661,INSTRUMENT TRANSFORMERS INC,PO BOX 2213,NY,,0.0,0,,SCHENECTADY,12301-2213,,,2007-11-01T00:00:00.000,
Inactive,Retail Sales,156015195,,"RICHTMAN, JEFFERY L; RICHTMAN HOBBIES",716 MAIN ST,IA,Lee,56.0,56,2.0,KEOKUK,52632-4840,459120.0,"Hobby, Toy, and Game Retailers",2017-10-16T00:00:00.000,2018-03-20T00:00:00.000
Active,Retail Sales,114007771,8862,LINCARE INC,734 E HWY 30 STE 2,IA,Carroll,0.0,14,1.0,CARROLL,51401-0000,621610.0,Home Health Care Services,2001-06-01T00:00:00.000,
Active,Retail Sales,302308827,302308727,"KEIT LIMITED, KEIT_HQ","4, ZEPHYR BUILDING EIGHTH STREET",,,0.0,0,,HARWELL OXFORD,OX110-RL,334519.0,Other Measuring and Controlling Device Manufacturing,2024-04-01T00:00:00.000,
Inactive,Consumer Use,942000470,942000470,"ELDORA PLASTICS INC, ELDO",PO BOX 127,IA,Hardin,42.0,42,3.0,ELDORA,50627-0127,3261.0,Plastics Product Manufacturing,1984-09-25T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,306003010,306003010,LIBERTY BELL EQUIPMENT CORPORATION,7337 BRYAN DAIRY RD,FL,,0.0,0,,LARGO,33777-1507,423120.0,Motor Vehicle Supplies and New Parts Merchant Wholesalers,2022-09-06T00:00:00.000,
Active,Retail Sales,303303117,303303117,"KEN'S APPLIANCE AND SERVICE LLC, KEN'S APPLIANCE",230 WASHINGTON AVE,IA,Story,85.0,85,1.0,AMES,50010-6732,449210.0,Electronics and Appliance Retailers,2022-01-01T00:00:00.000,
Active,Retail Sales,S00062060,S00062060,COLLECT ART LLC,4492 PARKER RD,NY,,0.0,0,,HAMBURG,14075-1145,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2015-12-08T00:00:00.000,
Active,Retail Sales,302203128,302203128,"HYDRATE GRIMES LLC, LIVE HYDRATION SPA GRIMES",1101 E 1ST ST STE 107,IA,Polk,77.0,77,8.0,GRIMES,50111-4945,,,2024-03-12T00:00:00.000,
Inactive,Retail Sales,S00226301,S00226301,ALLY COMMERCE INC,PO BOX 675495,GA,,0.0,0,,MARIETTA,30006-0016,5415.0,Computer Systems Design and Related Services,2021-07-01T00:00:00.000,2022-10-31T00:00:00.000
Active,Retail Sales,816663,S00091282,"BISON COMMERCE LLC, BISONOFFICE LLC",7301 W 25TH ST UNIT 114,IL,,0.0,0,,N RIVERSIDE,60546-1409,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2018-10-01T00:00:00.000,
Active,Retail Sales,188006464,,"LAZY S LEATHER LLC, LAZY S LEATHER",2295 S CHERRY ST RD,IA,Union,88.0,88,1.0,CRESTON,50801-0000,5619.0,Other Support Services,2021-09-27T00:00:00.000,
Inactive,Retail Sales,S00113380,S00113380,JUST ARTIFACTS LLC,725 W ALAMEDA DR,AZ,,0.0,0,,TEMPE,85282-3349,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-04-15T00:00:00.000,2024-03-31T00:00:00.000
Inactive,Retail Sales,306008911,306008911,"GGG WASHES LLC, CHAMPION XPRESS CAR WASH",13105 DOVER AVE,TX,,0.0,0,,LUBBOCK,79424-8451,8111.0,Automotive Repair and Maintenance,2022-07-13T00:00:00.000,2022-07-13T00:00:00.000
Active,Retail Sales,300201421,300201421,"FREE2MOVE NORTH AMERICA, INC.",100 M ST SE STE 525,DC,,0.0,0,,WASHINGTON,20003-3519,541519.0,Other Computer Related Services,2023-08-01T00:00:00.000,
Inactive,Retail Sales,812378,S00070034,MY LEADER SOURCE,4978 COLLINS LAKE WAY,GA,,0.0,0,,MABLETON,30126-8202,611430.0,Professional and Management Development Training,2016-09-07T00:00:00.000,2024-03-22T00:00:00.000
Inactive,Retail Sales,684505715,,STREFF FARMS INC,4918 JEFFERSON AVE,IA,Sioux,84.0,84,2.0,ALTON,51003-7579,1111.0,Oilseed and Grain Farming,2001-12-05T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,303506510,303506310,"KIMMER LLC, UNC AND NEPHS",1015 W MADISON ST,IA,Washington,92.0,92,1.0,WASHINGTON,52353-1623,722511.0,Full-Service Restaurants,2022-01-15T00:00:00.000,
Inactive,Retail Sales,100009174,,ESCHENBACH OPTIK OF AMERICA INC,22 SHELTER ROCK LN,CT,,0.0,0,,DANBURY,06810-8267,3333.0,Commercial and Service Industry Machinery Manufacturing,2020-03-01T00:00:00.000,2020-03-01T00:00:00.000
Inactive,Retail Sales,S00161930,S00161930,OME HOLDING COMPANY,2111 KRAMER LN STE 100,TX,,0.0,0,,AUSTIN,78758-4032,611710.0,Educational Support Services,2020-04-01T00:00:00.000,2025-02-28T00:00:00.000
Inactive,Retail Sales,663506693,,"VANDERVEER, CHRISTIE; VANDERVEER,CHRISTIE",1454 110TH PL,IA,Marion,63.0,63,1.0,KNOXVILLE,50138-8653,4461.0,Health and Personal Care Stores,2002-06-25T00:00:00.000,2021-11-11T00:00:00.000
Active,Remote Sales,200174098,200174098,"BRELIN ENTERPRISES, ELLBEES GARLIC SEASONINGS",606 S LINN AVE,MO,,0.0,0,,WENTZVILLE,63385-1730,,,2016-09-26T00:00:00.000,
Active,Retail Sales,306406828,306406728,"INDIANOLA JM INC, JERSEY MIKES",1002 6TH ST SW,IA,Sioux,84.0,84,4.0,ORANGE CITY,51041-1527,722513.0,Limited-Service Restaurants,2025-06-01T00:00:00.000,
Active,Retail Sales,304408425,304408325,"CROWN RETAIL 1 LLC, THE CROWN LIQUOR & SMOKE",714 GRANDVIEW AVE,IA,Muscatine,82.0,70,1.0,MUSCATINE,52761-1624,,,2024-10-15T00:00:00.000,
Inactive,Retail Sales,642510909,,BALL COACH FARMS LLC,PO BOX 520,IA,Hardin,42.0,42,1.0,IOWA FALLS,50126-0520,,,2006-04-06T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,309002310,309002310,CALCO PALLETS LLC,11600 STERLING PKWY,IL,,0.0,0,,RICHMOND,60071-7727,321920.0,Wood Container and Pallet Manufacturing,2019-01-01T00:00:00.000,2023-05-31T00:00:00.000
Active,Retail Sales,195005622,,"BOECKHOLT, JUDY; BOECKHOLT COTTAGE",302 2ND ST SW,IA,Winnebago,95.0,95,2.0,BUFFALO CENTER,50424-1149,7213.0,"Rooming and Boarding Houses, Dormitories, and Workers' Camps",2016-01-01T00:00:00.000,
Active,Retail Sales,306609828,306609828,"THE DELVENTHAL TG, LLC",3796 ROCKLAND CIR,OH,,0.0,0,,MILLBURY,43447-9651,236220.0,Commercial and Institutional Building Construction,2025-06-02T00:00:00.000,
Active,Retail Sales,306505023,306505023,LIFT IOWA LLC,4230 FLEUR DR STE B,IA,Polk,77.0,77,1.0,DES MOINES,50321-2417,713940.0,Fitness and Recreational Sports Centers,2025-05-01T00:00:00.000,
Inactive,Retail Sales,675509542,,"HAGEMAN, LA MONT; HAGEMAN,LA MONT H",33225 280TH ST,IA,Plymouth,75.0,75,1.0,LEMARS,51031-8253,,,2004-10-20T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,305706214,305706214,D20 SOLUTIONS INC,3775 EP TRUE PKWY STE 271,IA,Polk,77.0,77,2.0,WEST DES MOINES,50265-7696,,,2022-10-01T00:00:00.000,
Active,Retail Sales,308204623,308204623,"MINT N MORE FOUNDATION, MINT N MORE FARMS",PO BOX 208,IA,Marion,63.0,63,1.0,KNOXVILLE,50138-0208,813319.0,Other Social Advocacy Organizations,2025-10-01T00:00:00.000,
Active,Consumer Use,307709916,307709916,"ARMSTRONG, MARCI",184 SWEETWATER LN,IA,Johnson,52.0,52,8.0,NORTH LIBERTY,52317-7609,458310.0,Jewelry Retailers,2023-01-25T00:00:00.000,
Inactive,Retail Sales,308600013,308609912,"BRITTANY'S CREATIONS; SANDERS, BRITTANY; BRITTANY'S  CREATIONS",108 W MAIN ST,IA,Mitchell,66.0,66,1.0,OSAGE,50461-1013,339999.0,All Other Miscellaneous Manufacturing,2023-04-04T00:00:00.000,2025-12-16T00:00:00.000
Inactive,Consumer Use,957002603,957002603,PEC COMMUNICATIONS INC,3050 12TH ST SW PO BOX 1170,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52404-4854,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2000-10-01T00:00:00.000,2022-06-30T00:00:00.000
Active,Remote Sales,200165697,200165697,KODAK ALARIS INC,336 INITIATIVE DR,NY,,0.0,0,,ROCHESTER,14624-6217,333310.0,Commercial and Service Industry Machinery Manufacturing,2013-09-01T00:00:00.000,
Inactive,Retail Sales,129015262,,"KURRLE, LINDSEY; KURRLE,LINDSEY",1700 OSBORN ST,IA,Des Moines,29.0,29,1.0,BURLINGTON,52601-4549,8121.0,Personal Care Services,2018-12-11T00:00:00.000,2021-06-30T00:00:00.000
Active,Retail Sales,S00169462,S00169462,BRI NUTRITION LLC,1460 BROADWAY,NY,,0.0,0,,NEW YORK,10036-7329,5239.0,Other Financial Investment Activities,2020-06-01T00:00:00.000,
Inactive,Retail Sales,823551,S00146463,BIZARROSCOPES,5230 LAND O LAKES BLVD UNIT 2626,FL,,0.0,0,,LAND O LAKES,34639-3306,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-12-27T00:00:00.000,2021-12-31T00:00:00.000
Active,Retail Sales,107043600,,HOLTMEYER ENTERPRISES LLC,414 E 7TH ST,IA,Black Hawk,7.0,7,1.0,WATERLOO,50707-0000,8111.0,Automotive Repair and Maintenance,2021-10-11T00:00:00.000,
Active,Retail Sales,157042151,,"TAPKEN, ERIN M; ALTER EGO",331 7TH AVE,IA,Linn,57.0,57,2.0,MARION,52302-5726,4532.0,"Office Supplies, Stationery, and Gift Stores",1996-09-01T00:00:00.000,
Active,Retail Sales,827668,S00188180,"ABRASIVES INCORPORATED, ABRASIVES INC",4090 HWY 49,ND,,0.0,0,,GLEN ULLIN,58631-0000,424950.0,"Paint, Varnish, and Supplies Merchant Wholesalers",2020-10-01T00:00:00.000,
Inactive,Retail Sales,669515786,,"JONES, LELAND R; JONES,LELAND R",1184 140TH ST,IA,,69.0,69,,EMERSON,51533-6006,,,2009-09-01T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,307802611,307802611,"THE VIBE PHOTOGRAPHY; ENDRISS, DESZIRAE L",1104 PARK ST,IA,Jackson,49.0,49,2.0,BELLEVUE,52031-1910,541921.0,"Photography Studios, Portrait",2023-01-28T00:00:00.000,2023-05-10T00:00:00.000
Active,Retail Sales,300408034,300407934,"CASSELL, RICHARD R; CASSELL CREATIVE LLC",2305 RIVER BLUFF DR NW APT 116,IA,Linn,57.0,57,1.0,CEDAR RAPIDS,52405-1023,541430.0,Graphic Design Services,2026-03-30T00:00:00.000,
Inactive,Retail Sales,306102010,306101410,"KONCEPT AUTOMOTIVE IOWA GROUP LLC, ALBIA FORD, CHARITON MOTOR CARS",124 S MAIN ST,IA,Lucas,68.0,59,1.0,CHARITON,50049-1843,811191.0,Automotive Oil Change and Lubrication Shops,2022-08-23T00:00:00.000,2022-09-16T00:00:00.000
Active,Retail Sales,173008258,9939,"OMG MIDWEST INC, HALLETT MATERIALS",RFD,IA,Fremont,77.0,36,9.0,SHENANDOAH,51601-0000,237310.0,"Highway, Street, and Bridge Construction",2008-01-01T00:00:00.000,
Active,Retail Sales,119004938,7714,"CROELL INC, CROELL, INC, BUCKYS PIT",3104 HWY 24 EAST,IA,Chickasaw,19.0,19,4.0,LAWLER,52154-0000,3273.0,Cement and Concrete Product Manufacturing,2005-07-01T00:00:00.000,
Active,Retail Sales,164014252,,ISLE OF GREEN INC,1906 E CHURCH ST,IA,Marshall,64.0,64,1.0,MARSHALLTOWN,50158-3179,1114.0,"Greenhouse, Nursery, and Floriculture Production",2012-01-01T00:00:00.000,
Active,Retail Sales,300106435,300106335,"TOM'S ACREAGE SERVICES LLC, CLINTON COUNTY",2119 290TH AVE,IA,Clinton,23.0,23,2.0,DEWITT,52742-9244,238910.0,Site Preparation Contractors,2025-12-01T00:00:00.000,
Active,Retail Sales,106009083,,"MCNULTY COLLISION COMPANY LLC, MCNULTY CUSTOMS LLC",3151 74TH ST,IA,Benton,6.0,6,6.0,ATKINS,52206-9783,,,2016-04-28T00:00:00.000,
Inactive,Retail Sales,S00112673,S00112673,LOCKWELL LLC,3436 MAGAZINE ST UNIT 7198,LA,,0.0,0,,NEW ORLEANS,70115-2413,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-04-11T00:00:00.000,2023-11-30T00:00:00.000
Active,Retail Sales,112000643,,CITY OF ALLISON,410 N MAIN,IA,Butler,12.0,12,5.0,ALLISON,50602-0000,9211.0,"Executive, Legislative, and Other General Government Support",1934-01-01T00:00:00.000,
Inactive,Retail Sales,196006316,,"SZABO, JEAN A; SZABO,JEAN A",219 E GREENE ST,IA,Winneshiek,96.0,96,4.0,CASTALIA,52133-8549,459120.0,"Hobby, Toy, and Game Retailers",2004-01-01T00:00:00.000,2020-01-07T00:00:00.000
Active,Remote Sales,200174610,200174610,HUSKY LINERS INC,205 N MICHIGAN AVE STE 2660,IL,,0.0,0,,CHICAGO,60601-5944,,,2017-01-01T00:00:00.000,
Inactive,Retail Sales,114007583,,"PETTITT, EILEEN J; DEBS ROBO CARWASH",HWY 30 W PO BOX 673,IA,Carroll,14.0,14,1.0,CARROLL,51401-0673,811192.0,Car Washes,1998-05-11T00:00:00.000,2019-01-31T00:00:00.000
Active,Retail Sales,306601023,306600923,"BRECHT, CARA L; HOME OFFICE",3917 PLEASANT VALLEY RD,IA,Linn,57.0,57,4.0,CENTRAL CITY,52214-9668,458310.0,Jewelry Retailers,2025-04-24T00:00:00.000,
Inactive,Retail Sales,309502318,309502318,"HIBATCHI GRILL; WIEST OPERATIONS, LLC",503 IRIS ST,IL,,0.0,0,,SAVANNA,61074-2609,,,2023-08-01T00:00:00.000,2024-09-01T00:00:00.000
Inactive,Retail Sales,S00084314,S00084314,ADJUSTABLE BED ENTERPRISES INC,3580 GATEWAY DR,FL,,0.0,0,,POMPANO BEACH,33069-4847,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2018-01-30T00:00:00.000,2019-06-30T00:00:00.000
Active,Retail Sales,305400814,305400814,"DEADLY EFFIGY; LAGAO, LUCAS D",1009 S 15TH ST,IA,Mahaska,62.0,62,1.0,OSKALOOSA,52577-3517,,,2022-01-22T00:00:00.000,
Active,Retail Sales,308507918,308507718,"THATCHER POOLS INC, THATCHER POOLS AND SPAS INC",25 WOODLAKE DR SE,MN,,0.0,0,,ROCHESTER,55904-5509,423910.0,Sporting and Recreational Goods and Supplies Merchant Wholesalers,2023-03-31T00:00:00.000,
Inactive,Retail Sales,691518678,,"HILL, CRAIG D; HILL,CRAIG D",11620 210TH AVE,IA,Warren,91.0,91,4.0,MILO,50166-6620,,,2012-03-19T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,177127889,,"SAGER, BRYAN T; CLEAN MASTERS LLC",3208 KINSEY AVE,IA,Polk,77.0,77,1.0,DES MOINES,50317-6606,5617.0,Services to Buildings and Dwellings,2018-03-12T00:00:00.000,
Inactive,Retail Sales,170013987,,"BRIDEN AND FORD ENTERPRISES INC, FACTORY DIRECT MATTRESS, VALU MAXX MATTRESS",3103 N HIGHWAY 61,IA,Muscatine,70.0,70,1.0,MUSCATINE,52761-5802,449110.0,Furniture Retailers,2017-04-01T00:00:00.000,2023-05-31T00:00:00.000
Inactive,Retail Sales,182045703,,"SELMANI, LULZIM; PARK VIEW FAMILY RESTAURANT",6 MANOR DR APT F,IA,Scott,82.0,82,7.0,ELDRIDGE,52748-9775,7225.0,Restaurants and Other Eating Places,2018-04-15T00:00:00.000,2019-05-03T00:00:00.000
Inactive,Retail Sales,696501415,,DECORAH CITY OF,PO BOX 138,IA,Winneshiek,96.0,96,1.0,DECORAH,52101-0138,2213.0,"Water, Sewage and Other Systems",2000-03-06T00:00:00.000,2021-11-11T00:00:00.000
Active,Remote Sales,200143707,200143707,ONVOY LLC,4301 W WILLIAM CANNON DR STE B150,TX,,0.0,0,,AUSTIN,78749-1487,3342.0,Communications Equipment Manufacturing,2000-09-01T00:00:00.000,
Inactive,Retail Sales,677519783,,"SPARGO, CHRISTOPHER L; SPARGO,CHRISTOPHER L",2623 E MORTON,IA,Polk,77.0,77,1.0,DES MOINES,50317-0000,,,2012-11-07T00:00:00.000,2012-11-30T00:00:00.000
Active,Retail Sales,309909629,309909629,"DELIGHTFULLY DAISY LLC, DELIGHTFULLY DAISY",58488 MIDWAY RD,IA,Cass,15.0,15,4.0,LEWIS,51544-5036,,,2026-03-22T00:00:00.000,
Active,Retail Sales,306804612,303709419,"AEROTEK,INC; 700 4TH STREET",700 4TH ST,IA,Woodbury,0.0,97,1.0,SIOUX CITY,51101-1717,561320.0,Temporary Help Services,2022-09-01T00:00:00.000,
Active,Retail Sales,309709019,309709019,"BRIGHT AND SHINE CLEANING SERVICES LLC; GOMEZ, MARIBEL PINEDA DE",1203 1ST AVE TRLR 63,NE,,0.0,0,,SOUTH SIOUX CITY,68776-2258,5617.0,Services to Buildings and Dwellings,2023-08-01T00:00:00.000,
Active,Remote Sales,200147183,200147183,PETSMART LLC,PO BOX 43009,AZ,,0.0,0,,PHOENIX,85080-3009,459910.0,Pet and Pet Supplies Retailers,2003-02-03T00:00:00.000,
Active,Retail Sales,306107124,306107024,"FALK, AUSTIN M; IOWA EVENT",1663 BIRCHWOOD DR,WI,,0.0,0,,GREEN BAY,54304-2936,424350.0,Clothing and Clothing Accessories Merchant Wholesalers,2024-10-01T00:00:00.000,
Active,Retail Sales,305705219,173008525,"FULLER, JANET J; FULLER,JANET J",803 SOUTHWEST RD,IA,Page,73.0,73,2.0,SHENANDOAH,51601-2119,5617.0,Services to Buildings and Dwellings,2022-07-27T00:00:00.000,
Active,Retail Sales,304302026,304302026,515 EASTMARKET LLC,101 4TH AVE,IA,Guthrie,39.0,39,5.0,BAYARD,50029-7749,,,2024-09-26T00:00:00.000,
Active,Retail Sales,100007958,,FES CONTRACTS NO 1 LLLP,PO BOX 668550,FL,,18.0,0,,POMPANO BEACH,33066-8550,561790.0,Other Services to Buildings and Dwellings,2019-12-01T00:00:00.000,
Inactive,Retail Sales,605502969,,"WITTROCK, DANIEL F; WITTROCK,DANIEL F",2073 235TH ST,IA,,5.0,5,,HAMLIN,50117-7515,,,2000-04-04T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,304307826,304307826,"MIRTHFUL CREATIONS; MIRTH, RACHAEL M",119 N 80TH PL,KS,,0.0,0,,KANSAS CITY,66111-3057,238990.0,All Other Specialty Trade Contractors,2024-09-27T00:00:00.000,
Active,Retail Sales,177078966,,DANA INC,6848 MILL POND DR,IA,Polk,77.0,77,3.0,URBANDALE,50322-8031,5414.0,Specialized Design Services,1990-01-01T00:00:00.000,
Active,Retail Sales,181006575,,"WEBER, KRYSTAL; THE MULBERRY PATCH",2135 270TH ST,IA,Sac,81.0,81,4.0,EARLY,50535-7553,4532.0,"Office Supplies, Stationery, and Gift Stores",2020-07-02T00:00:00.000,
Active,Retail Sales,107018464,,"DON GARDNER CONSTRUCTION COMPANY, DON GARDNER CONSTRUCTION",315 LA PORTE RD,IA,Black Hawk,7.0,7,1.0,WATERLOO,50702-1325,2361.0,Residential Building Construction,1975-04-01T00:00:00.000,
Active,Retail Sales,177122703,,"PETERMAN, KEITH; PETES MOWING",6682 NE BERWICK DR,IA,Polk,77.0,77,5.0,ANKENY,50021-9253,561730.0,Landscaping Services,2015-01-01T00:00:00.000,
Inactive,Retail Sales,185019306,,"GIDEON, JAMES A; GIDEON,JAMES A",609 7TH ST,IA,Story,85.0,85,1.0,AMES,50010-6019,4413.0,"Automotive Parts, Accessories, and Tire Retailers",2005-08-08T00:00:00.000,2011-06-29T00:00:00.000
Active,Retail Sales,145004045,,"SLIFKA, TIMOTHY G; SLIFKA PLUMBING & HEATING",536 3RD ST SE,IA,Howard,45.0,45,1.0,CRESCO,52136-2030,238210.0,Electrical Contractors and Other Wiring Installation Contractors,2004-01-01T00:00:00.000,
Active,Retail Sales,304301021,304300921,"DAVEY, SHARON; HOUSE",1306 WASHINGTON AVE,IA,O'Brien,71.0,71,1.0,SHELDON,51201-2231,,,2024-09-21T00:00:00.000,
Inactive,Retail Sales,650524237,,"PRATT, BRANDON; PIZZA RANCH",1500 W 18TH ST S,IA,Jasper,50.0,50,1.0,NEWTON,50208-4381,,,2018-04-01T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,100008899,,"NESHEIM, DALE; NESHEIM,DALE",2401 S KIERRA CT,SD,,75.0,0,,SIOUX FALLS,57106-5009,711510.0,"Independent Artists, Writers, and Performers",2020-04-04T00:00:00.000,2021-12-31T00:00:00.000
Inactive,Retail Sales,691503850,,"LINS, SUSAN R; LINS,SUSAN R",605 SCHOOL ST,IA,Warren,91.0,91,2.0,CARLISLE,50047-7740,,,1997-05-21T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Retail Sales,S00229258,S00229258,GAP TUNING LLC,9462 W DOVE CREEK ST,ID,,0.0,0,,STAR,83669-6263,4539.0,Other Miscellaneous Store Retailers,2021-07-19T00:00:00.000,2021-07-19T00:00:00.000
Active,Retail Sales,309208712,309208612,"THE BERG GROUP LLC, THE BERG GROUP",1225 LAKEVIEW DR,MN,,0.0,0,,CHASKA,55318-9506,2382.0,Building Equipment Contractors,2023-04-01T00:00:00.000,
Active,Water Excise,157860322,157860322,WOODMOOR HOMEOWNER'S CORPORATION,PO BOX 106,IA,Linn,57.0,57,2.0,MARION,52302-0106,531390.0,Other Activities Related to Real Estate,2018-07-01T00:00:00.000,
Active,Retail Sales,197038565,,SIOUXLAND SPOUSES BEHIND THE S,6551 PALM VALLEY DR,IA,Woodbury,97.0,97,1.0,SIOUX CITY,51106-8012,813410.0,Civic and Social Organizations,2020-01-01T00:00:00.000,
Active,Retail Sales,112006828,,SISTER STYLE LLC,727 NASH ST,IA,Butler,12.0,12,6.0,APLINGTON,50604-1038,459510.0,Used Merchandise Retailers,2017-03-01T00:00:00.000,
Inactive,Retail Sales,685515332,,"MACINTOSH, CHRISTOPHER W; MACINTOSH,CHRISTOPHER W",4541 FRILEY MEEKER,IA,Story,85.0,85,1.0,AMES,50012-1015,,,2009-04-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,145003193,,REGIONAL HEALTH SVCS HOWARD CO,235 8TH AVE W,IA,Howard,45.0,45,1.0,CRESCO,52136-1062,622.0,Hospitals,1987-05-01T00:00:00.000,
Inactive,Retail Sales,301702423,301702423,"RAMSEL COMPANIES INC, GROUND GUYS OF ROCKFORD",7209 BARNGATE DR,IL,,0.0,0,,SOUTH BELOIT,61080-8027,,,2023-01-01T00:00:00.000,2025-12-31T00:00:00.000
Inactive,Remote Sales,600523914,600523914,JL CATTLE,3325 CHESTNUT AVE,IA,,84.0,84,,GARFIELD TOWNSHIP,57034-8902,112112.0,Cattle Feedlots,2017-04-01T00:00:00.000,2021-11-11T00:00:00.000
Active,Retail Sales,553,553,"SSP AMERICA INC, SSP AMERICA, INC",20408 BASHAN DR STE 300,VA,,0.0,0,,ASHBURN,20147-5553,722513.0,Limited-Service Restaurants,2016-01-01T00:00:00.000,
Active,Retail Sales,118007215,,"VANNATTA, DAVID; DUTCHS GUN REPAIR",739 SPRUCE ST,IA,Cherokee,18.0,18,1.0,CHEROKEE,51012-1401,459110.0,Sporting Goods Retailers,2018-03-08T00:00:00.000,
Active,Retail Sales,309302229,309302229,"BUSALL, AMBER",601 E MAIN ST APT 2,IA,Jasper,50.0,50,9.0,MINGO,50168-1014,812112.0,Beauty Salons,2026-01-13T00:00:00.000,
Active,Retail Sales,303306827,303306827,QUANTAFORGE STORE,4033 HUMMINGBIRD LN,IA,Linn,57.0,57,5.0,HIAWATHA,52233-7923,,,2024-05-17T00:00:00.000,
Active,Retail Sales,S00468510,S00468510,RANG JA LLC,HOUSE 27 SIDAMUKTI SUKAMAJU CILODON,,,0.0,0,,DEPOK,16424,459999.0,All Other Miscellaneous Retailers,2025-06-08T00:00:00.000,
Active,Consumer Use,977002751,977002751,LUTHER CARE SERVICES,2824 E 16TH ST,IA,Polk,77.0,77,1.0,DES MOINES,50316-1875,,,1978-06-26T00:00:00.000,
Inactive,Retail Sales,S00328562,S00328562,"SALIOU KANE, TOUBASK LLC",19019 INTERNATIONAL BLVD,WA,,0.0,0,,SEATAC,98188-5207,,,2023-03-25T00:00:00.000,2023-03-31T00:00:00.000
Inactive,Retail Sales,191011541,,PDQF,608 S G ST,IA,Warren,91.0,91,1.0,INDIANOLA,50125-3106,4539.0,Other Miscellaneous Store Retailers,2016-09-23T00:00:00.000,2025-12-31T00:00:00.000
Inactive,Retail Sales,182047261,,PERFORMANCE TECH AUTOMOTIVE,223 MYRTLE ST,IA,Scott,82.0,82,1.0,DAVENPORT,52802-1428,8111.0,Automotive Repair and Maintenance,2021-07-09T00:00:00.000,2024-12-31T00:00:00.000
Active,Remote Sales,200167541,200167541,"GE OIL & GAS COMPRESSION SYSTE, COOPER MACHINERY SERVICES LLC",16250 CRT NORTHWEST DR,TX,,0.0,0,,HOUSTON,77041-0000,,,2014-07-01T00:00:00.000,
Inactive,Retail Sales,631524102,,"STOFFEL, JOSEPH L; STOFFEL,JOSEPH L",22169 PFEILER RD,IA,Dubuque,31.0,31,13.0,HOLY CROSS,52053-9727,,,2018-07-01T00:00:00.000,2021-11-11T00:00:00.000
Inactive,Consumer Use,304508318,304508318,GRAY LOCAL MEDIA INC,4370 PEACHTREE RD NE STE 400,GA,,0.0,0,,BROOKHAVEN,30319-3055,5151.0,Radio and Television Broadcasting,2022-04-01T00:00:00.000,2022-06-30T00:00:00.000
Active,Retail Sales,S00162647,S00162647,BEL-BORN MANAGEMENT CORP,3443 INDIA ST,CA,,0.0,0,,SAN DIEGO,92103-5316,4481.0,Clothing Stores,2020-04-01T00:00:00.000,
Active,Retail Sales,146005298,,OCTAVO MIDI LLC,705 8TH ST S,IA,Humboldt,46.0,46,1.0,HUMBOLDT,50548-2238,441227.0,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",2019-09-03T00:00:00.000,
